From, To, Count,  Acreage
Pears, Fallow/Idle Cropland, 179, 39.8
Pears, Cherries, 2146, 477.3
Pears, Peaches, 67, 14.9
Pears, Apples, 897, 199.5
Pears, Grapes, 1733, 385.4
Pears, Other Tree Crops, 156, 34.7
Pears, Citrus, 3, 0.7
Pears, Pecans, 10, 2.2
Pears, Almonds, 693, 154.1
Pears, Walnuts, 415, 92.3
Pears, Pears, 19061, 4239.1
Pears, Open Water, 69, 15.3
Pears, Developed/Open Space, 449, 99.9
Pears, Developed/Low Intensity, 365, 81.2
Pears, Developed/Medium Intensity, 51, 11.3
Pears, Developed/High Intensity, 4, 0.9
Pears, Barren, 10, 2.2
Pears, Evergreen Forest, 2, 0.4
Pears, Mixed Forest, 9, 2.0
Pears, Shrubland, 18, 4.0
Pears, Grass/Pasture, 123, 27.4
Pears, Woody Wetlands, 793, 176.4
Pears, Herbaceous Wetlands, 361, 80.3
Pears, Pistachios, 7, 1.6
Pears, Triticale, 22, 4.9
Pears, Prunes, 33, 7.3
Pears, Olives, 42, 9.3
Pears, Plums, 32, 7.1
Pears, Dbl Crop WinWht/Corn, 13, 2.9
Pears, Dbl Crop Triticale/Corn, 1, 0.2
Aquaculture, Rice, 1, 0.2
Open Water, Corn, 29, 6.4
Open Water, Rice, 128, 28.5
Open Water, Sorghum, 1, 0.2
Open Water, Sunflowers, 2, 0.4
Open Water, Barley, 2, 0.4
Open Water, Winter Wheat, 41, 9.1
Open Water, Rye, 4, 0.9
Open Water, Oats, 16, 3.6
Open Water, Safflower, 12, 2.7
Open Water, Alfalfa, 182, 40.5
Open Water, Other Hay/Non Alfalfa, 117, 26.0
Open Water, Dry Beans, 1, 0.2
Open Water, Hemp, 6, 1.3
Open Water, Tomatoes, 9, 2.0
Open Water, Clover/Wildflowers, 49, 10.9
Open Water, Fallow/Idle Cropland, 74, 16.5
Open Water, Cherries, 6, 1.3
Open Water, Peaches, 4, 0.9
Open Water, Grapes, 23, 5.1
Open Water, Other Tree Crops, 8, 1.8
Open Water, Almonds, 22, 4.9
Open Water, Walnuts, 4, 0.9
Open Water, Open Water, 228572, 50833.2
Open Water, Developed/Open Space, 574, 127.7
Open Water, Developed/Low Intensity, 549, 122.1
Open Water, Developed/Medium Intensity, 1036, 230.4
Open Water, Developed/High Intensity, 260, 57.8
Open Water, Barren, 403, 89.6
Open Water, Evergreen Forest, 13, 2.9
Open Water, Mixed Forest, 2, 0.4
Open Water, Shrubland, 92, 20.5
Open Water, Grass/Pasture, 26, 5.8
Open Water, Woody Wetlands, 594, 132.1
Open Water, Herbaceous Wetlands, 3326, 739.7
Open Water, Triticale, 2, 0.4
Open Water, Garlic, 1, 0.2
Open Water, Prunes, 15, 3.3
Open Water, Plums, 10, 2.2
Open Water, Dbl Crop WinWht/Corn, 4, 0.9
Open Water, Dbl Crop Oats/Corn, 3, 0.7
Developed/Open Space, Corn, 710, 157.9
Developed/Open Space, Cotton, 12, 2.7
Developed/Open Space, Rice, 168, 37.4
Developed/Open Space, Sorghum, 2, 0.4
Developed/Open Space, Sunflowers, 193, 42.9
Developed/Open Space, Sweet Corn, 40, 8.9
Developed/Open Space, Barley, 94, 20.9
Developed/Open Space, Winter Wheat, 1393, 309.8
Developed/Open Space, Rye, 86, 19.1
Developed/Open Space, Oats, 417, 92.7
Developed/Open Space, Safflower, 628, 139.7
Developed/Open Space, Alfalfa, 2629, 584.7
Developed/Open Space, Other Hay/Non Alfalfa, 1419, 315.6
Developed/Open Space, Dry Beans, 8, 1.8
Developed/Open Space, Hemp, 36, 8.0
Developed/Open Space, Misc Vegs & Fruits, 1, 0.2
Developed/Open Space, Watermelons, 97, 21.6
Developed/Open Space, Cucumbers, 131, 29.1
Developed/Open Space, Chick Peas, 3, 0.7
Developed/Open Space, Peas, 1, 0.2
Developed/Open Space, Tomatoes, 615, 136.8
Developed/Open Space, Herbs, 3, 0.7
Developed/Open Space, Clover/Wildflowers, 1642, 365.2
Developed/Open Space, Fallow/Idle Cropland, 913, 203.0
Developed/Open Space, Cherries, 350, 77.8
Developed/Open Space, Peaches, 22, 4.9
Developed/Open Space, Apples, 38, 8.5
Developed/Open Space, Grapes, 1419, 315.6
Developed/Open Space, Other Tree Crops, 1, 0.2
Developed/Open Space, Citrus, 8, 1.8
Developed/Open Space, Pecans, 2, 0.4
Developed/Open Space, Almonds, 2403, 534.4
Developed/Open Space, Walnuts, 335, 74.5
Developed/Open Space, Pears, 472, 105.0
Developed/Open Space, Open Water, 1198, 266.4
Developed/Open Space, Developed/Open Space, 8765, 1949.3
Developed/Open Space, Developed/Low Intensity, 4445, 988.5
Developed/Open Space, Developed/Medium Intensity, 994, 221.1
Developed/Open Space, Developed/High Intensity, 81, 18.0
Developed/Open Space, Barren, 127, 28.2
Developed/Open Space, Deciduous Forest, 1, 0.2
Developed/Open Space, Evergreen Forest, 11, 2.4
Developed/Open Space, Mixed Forest, 11, 2.4
Developed/Open Space, Shrubland, 339, 75.4
Developed/Open Space, Grass/Pasture, 1420, 315.8
Developed/Open Space, Woody Wetlands, 245, 54.5
Developed/Open Space, Herbaceous Wetlands, 949, 211.1
Developed/Open Space, Pistachios, 68, 15.1
Developed/Open Space, Triticale, 377, 83.8
Developed/Open Space, Carrots, 1, 0.2
Developed/Open Space, Garlic, 76, 16.9
Developed/Open Space, Prunes, 65, 14.5
Developed/Open Space, Olives, 162, 36.0
Developed/Open Space, Pomegranates, 1, 0.2
Developed/Open Space, Plums, 120, 26.7
Developed/Open Space, Strawberries, 5, 1.1
Developed/Open Space, Squash, 5, 1.1
Developed/Open Space, Dbl Crop WinWht/Corn, 61, 13.6
Developed/Open Space, Dbl Crop Oats/Corn, 23, 5.1
Developed/Open Space, Dbl Crop Triticale/Corn, 1, 0.2
Developed/Open Space, Pumpkins, 6, 1.3
Developed/Open Space, Dbl Crop WinWht/Sorghum, 1, 0.2
Developed/Open Space, Dbl Crop Barley/Corn, 1, 0.2
Developed/Low Intensity, Corn, 136, 30.2
Developed/Low Intensity, Cotton, 3, 0.7
Developed/Low Intensity, Rice, 24, 5.3
Developed/Low Intensity, Sorghum, 1, 0.2
Developed/Low Intensity, Sunflowers, 35, 7.8
Developed/Low Intensity, Sweet Corn, 2, 0.4
Developed/Low Intensity, Barley, 15, 3.3
Developed/Low Intensity, Winter Wheat, 230, 51.2
Developed/Low Intensity, Rye, 11, 2.4
Developed/Low Intensity, Oats, 81, 18.0
Developed/Low Intensity, Safflower, 104, 23.1
Developed/Low Intensity, Alfalfa, 327, 72.7
Developed/Low Intensity, Other Hay/Non Alfalfa, 76, 16.9
Developed/Low Intensity, Dry Beans, 5, 1.1
Developed/Low Intensity, Hemp, 9, 2.0
Developed/Low Intensity, Watermelons, 12, 2.7
Developed/Low Intensity, Cucumbers, 22, 4.9
Developed/Low Intensity, Peas, 1, 0.2
Developed/Low Intensity, Tomatoes, 126, 28.0
Developed/Low Intensity, Herbs, 1, 0.2
Developed/Low Intensity, Clover/Wildflowers, 42, 9.3
Developed/Low Intensity, Sod/Grass Seed, 1, 0.2
Developed/Low Intensity, Fallow/Idle Cropland, 107, 23.8
Developed/Low Intensity, Cherries, 23, 5.1
Developed/Low Intensity, Peaches, 2, 0.4
Developed/Low Intensity, Apples, 5, 1.1
Developed/Low Intensity, Grapes, 409, 91.0
Developed/Low Intensity, Pecans, 1, 0.2
Developed/Low Intensity, Almonds, 441, 98.1
Developed/Low Intensity, Walnuts, 62, 13.8
Developed/Low Intensity, Pears, 39, 8.7
Developed/Low Intensity, Open Water, 1757, 390.7
Developed/Low Intensity, Developed/Open Space, 280, 62.3
Developed/Low Intensity, Developed/Low Intensity, 9037, 2009.8
Developed/Low Intensity, Developed/Medium Intensity, 1874, 416.8
Developed/Low Intensity, Developed/High Intensity, 220, 48.9
Developed/Low Intensity, Barren, 132, 29.4
Developed/Low Intensity, Mixed Forest, 4, 0.9
Developed/Low Intensity, Shrubland, 23, 5.1
Developed/Low Intensity, Grass/Pasture, 191, 42.5
Developed/Low Intensity, Woody Wetlands, 70, 15.6
Developed/Low Intensity, Herbaceous Wetlands, 1337, 297.3
Developed/Low Intensity, Pistachios, 22, 4.9
Developed/Low Intensity, Triticale, 54, 12.0
Developed/Low Intensity, Garlic, 15, 3.3
Developed/Low Intensity, Prunes, 4, 0.9
Developed/Low Intensity, Olives, 32, 7.1
Developed/Low Intensity, Plums, 84, 18.7
Developed/Low Intensity, Strawberries, 2, 0.4
Developed/Low Intensity, Squash, 1, 0.2
Developed/Low Intensity, Dbl Crop WinWht/Corn, 4, 0.9
Developed/Low Intensity, Dbl Crop Oats/Corn, 1, 0.2
Developed/Low Intensity, Dbl Crop Triticale/Corn, 1, 0.2
Developed/Low Intensity, Dbl Crop Barley/Corn, 4, 0.9
Developed/Medium Intensity, Corn, 5, 1.1
Developed/Medium Intensity, Cotton, 1, 0.2
Developed/Medium Intensity, Rice, 6, 1.3
Developed/Medium Intensity, Sunflowers, 3, 0.7
Developed/Medium Intensity, Sweet Corn, 1, 0.2
Developed/Medium Intensity, Pop or Orn Corn, 1, 0.2
Developed/Medium Intensity, Barley, 2, 0.4
Developed/Medium Intensity, Winter Wheat, 14, 3.1
Developed/Medium Intensity, Rye, 1, 0.2
Developed/Medium Intensity, Oats, 1, 0.2
Developed/Medium Intensity, Safflower, 10, 2.2
Developed/Medium Intensity, Alfalfa, 27, 6.0
Developed/Medium Intensity, Other Hay/Non Alfalfa, 7, 1.6
Developed/Medium Intensity, Hemp, 1, 0.2
Developed/Medium Intensity, Watermelons, 2, 0.4
Developed/Medium Intensity, Cucumbers, 1, 0.2
Developed/Medium Intensity, Tomatoes, 8, 1.8
Developed/Medium Intensity, Clover/Wildflowers, 6, 1.3
Developed/Medium Intensity, Fallow/Idle Cropland, 36, 8.0
Developed/Medium Intensity, Cherries, 3, 0.7
Developed/Medium Intensity, Peaches, 1, 0.2
Developed/Medium Intensity, Grapes, 54, 12.0
Developed/Medium Intensity, Other Tree Crops, 1, 0.2
Developed/Medium Intensity, Almonds, 42, 9.3
Developed/Medium Intensity, Walnuts, 7, 1.6
Developed/Medium Intensity, Pears, 3, 0.7
Developed/Medium Intensity, Open Water, 799, 177.7
Developed/Medium Intensity, Developed/Open Space, 135, 30.0
Developed/Medium Intensity, Developed/Low Intensity, 416, 92.5
Developed/Medium Intensity, Developed/Medium Intensity, 4200, 934.1
Developed/Medium Intensity, Developed/High Intensity, 655, 145.7
Developed/Medium Intensity, Barren, 648, 144.1
Developed/Medium Intensity, Shrubland, 9, 2.0
Developed/Medium Intensity, Grass/Pasture, 32, 7.1
Developed/Medium Intensity, Woody Wetlands, 25, 5.6
Developed/Medium Intensity, Herbaceous Wetlands, 206, 45.8
Developed/Medium Intensity, Triticale, 3, 0.7
Developed/Medium Intensity, Prunes, 11, 2.4
Developed/Medium Intensity, Olives, 1, 0.2
Developed/Medium Intensity, Plums, 1, 0.2
Developed/Medium Intensity, Dbl Crop WinWht/Corn, 1, 0.2
Developed/Medium Intensity, Dbl Crop Oats/Corn, 1, 0.2
Developed/High Intensity, Rice, 2, 0.4
Developed/High Intensity, Sunflowers, 1, 0.2
Developed/High Intensity, Winter Wheat, 1, 0.2
Developed/High Intensity, Alfalfa, 2, 0.4
Developed/High Intensity, Cucumbers, 1, 0.2
Developed/High Intensity, Tomatoes, 1, 0.2
Developed/High Intensity, Fallow/Idle Cropland, 3, 0.7
Developed/High Intensity, Almonds, 3, 0.7
Developed/High Intensity, Open Water, 194, 43.1
Developed/High Intensity, Developed/Open Space, 15, 3.3
Developed/High Intensity, Developed/Low Intensity, 60, 13.3
Developed/High Intensity, Developed/Medium Intensity, 91, 20.2
Developed/High Intensity, Developed/High Intensity, 1138, 253.1
Developed/High Intensity, Barren, 124, 27.6
Developed/High Intensity, Grass/Pasture, 1, 0.2
Developed/High Intensity, Herbaceous Wetlands, 5, 1.1
Developed/High Intensity, Prunes, 4, 0.9
Barren, Corn, 1, 0.2
Barren, Rice, 4, 0.9
Barren, Barley, 1, 0.2
Barren, Winter Wheat, 16, 3.6
Barren, Rye, 5, 1.1
Barren, Oats, 2, 0.4
Barren, Alfalfa, 11, 2.4
Barren, Other Hay/Non Alfalfa, 15, 3.3
Barren, Hemp, 1, 0.2
Barren, Tomatoes, 5, 1.1
Barren, Clover/Wildflowers, 12, 2.7
Barren, Fallow/Idle Cropland, 27, 6.0
Barren, Cherries, 3, 0.7
Barren, Peaches, 1, 0.2
Barren, Grapes, 6, 1.3
Barren, Other Tree Crops, 11, 2.4
Barren, Almonds, 25, 5.6
Barren, Walnuts, 1, 0.2
Barren, Pears, 1, 0.2
Barren, Open Water, 154, 34.2
Barren, Developed/Open Space, 22, 4.9
Barren, Developed/Low Intensity, 33, 7.3
Barren, Developed/Medium Intensity, 73, 16.2
Barren, Developed/High Intensity, 56, 12.5
Barren, Barren, 214, 47.6
Barren, Deciduous Forest, 1, 0.2
Barren, Shrubland, 14, 3.1
Barren, Grass/Pasture, 203, 45.1
Barren, Woody Wetlands, 4, 0.9
Barren, Herbaceous Wetlands, 257, 57.2
Barren, Pistachios, 3, 0.7
Barren, Prunes, 1, 0.2
Barren, Olives, 1, 0.2
Deciduous Forest, Woody Wetlands, 30, 6.7
Evergreen Forest, Rice, 1, 0.2
Evergreen Forest, Almonds, 1, 0.2
Evergreen Forest, Pears, 2, 0.4
Evergreen Forest, Open Water, 5, 1.1
Evergreen Forest, Developed/Open Space, 1, 0.2
Evergreen Forest, Developed/Low Intensity, 1, 0.2
Evergreen Forest, Developed/High Intensity, 1, 0.2
Evergreen Forest, Barren, 1, 0.2
Evergreen Forest, Woody Wetlands, 108, 24.0
Evergreen Forest, Herbaceous Wetlands, 8, 1.8
Mixed Forest, Rice, 1, 0.2
Mixed Forest, Winter Wheat, 1, 0.2
Mixed Forest, Safflower, 1, 0.2
Mixed Forest, Alfalfa, 1, 0.2
Mixed Forest, Other Hay/Non Alfalfa, 1, 0.2
Mixed Forest, Tomatoes, 1, 0.2
Mixed Forest, Almonds, 1, 0.2
Mixed Forest, Pears, 1, 0.2
Mixed Forest, Developed/Low Intensity, 2, 0.4
Mixed Forest, Shrubland, 2, 0.4
Mixed Forest, Grass/Pasture, 6, 1.3
Mixed Forest, Woody Wetlands, 88, 19.6
Mixed Forest, Herbaceous Wetlands, 11, 2.4
Shrubland, Oats, 1, 0.2
Shrubland, Alfalfa, 2, 0.4
Shrubland, Other Hay/Non Alfalfa, 1, 0.2
Shrubland, Fallow/Idle Cropland, 1, 0.2
Shrubland, Open Water, 11, 2.4
Shrubland, Developed/Open Space, 1, 0.2
Shrubland, Developed/High Intensity, 1, 0.2
Shrubland, Mixed Forest, 1, 0.2
Shrubland, Shrubland, 5, 1.1
Shrubland, Grass/Pasture, 15, 3.3
Shrubland, Woody Wetlands, 21, 4.7
Shrubland, Herbaceous Wetlands, 10, 2.2
Grass/Pasture, Corn, 52, 11.6
Grass/Pasture, Rice, 122, 27.1
Grass/Pasture, Sorghum, 3, 0.7
Grass/Pasture, Sunflowers, 28, 6.2
Grass/Pasture, Sweet Corn, 8, 1.8
Grass/Pasture, Pop or Orn Corn, 1, 0.2
Grass/Pasture, Barley, 55, 12.2
Grass/Pasture, Winter Wheat, 680, 151.2
Grass/Pasture, Rye, 511, 113.6
Grass/Pasture, Oats, 266, 59.2
Grass/Pasture, Safflower, 283, 62.9
Grass/Pasture, Alfalfa, 344, 76.5
Grass/Pasture, Other Hay/Non Alfalfa, 1433, 318.7
Grass/Pasture, Dry Beans, 2, 0.4
Grass/Pasture, Hemp, 57, 12.7
Grass/Pasture, Sweet Potatoes, 1, 0.2
Grass/Pasture, Watermelons, 14, 3.1
Grass/Pasture, Onions, 1, 0.2
Grass/Pasture, Cucumbers, 12, 2.7
Grass/Pasture, Chick Peas, 3, 0.7
Grass/Pasture, Peas, 1, 0.2
Grass/Pasture, Tomatoes, 102, 22.7
Grass/Pasture, Clover/Wildflowers, 2686, 597.4
Grass/Pasture, Sod/Grass Seed, 1, 0.2
Grass/Pasture, Fallow/Idle Cropland, 805, 179.0
Grass/Pasture, Cherries, 37, 8.2
Grass/Pasture, Peaches, 3, 0.7
Grass/Pasture, Apples, 18, 4.0
Grass/Pasture, Grapes, 421, 93.6
Grass/Pasture, Other Tree Crops, 12, 2.7
Grass/Pasture, Almonds, 666, 148.1
Grass/Pasture, Walnuts, 212, 47.1
Grass/Pasture, Open Water, 167, 37.1
Grass/Pasture, Developed/Open Space, 1112, 247.3
Grass/Pasture, Developed/Low Intensity, 549, 122.1
Grass/Pasture, Developed/Medium Intensity, 202, 44.9
Grass/Pasture, Developed/High Intensity, 62, 13.8
Grass/Pasture, Barren, 227, 50.5
Grass/Pasture, Shrubland, 2191, 487.3
Grass/Pasture, Grass/Pasture, 54562, 12134.3
Grass/Pasture, Woody Wetlands, 5, 1.1
Grass/Pasture, Herbaceous Wetlands, 2980, 662.7
Grass/Pasture, Pistachios, 141, 31.4
Grass/Pasture, Triticale, 439, 97.6
Grass/Pasture, Garlic, 5, 1.1
Grass/Pasture, Prunes, 14, 3.1
Grass/Pasture, Olives, 16, 3.6
Grass/Pasture, Peppers, 1, 0.2
Grass/Pasture, Plums, 13, 2.9
Grass/Pasture, Strawberries, 1, 0.2
Grass/Pasture, Dbl Crop WinWht/Corn, 16, 3.6
Grass/Pasture, Dbl Crop Oats/Corn, 13, 2.9
Grass/Pasture, Pumpkins, 1, 0.2
Woody Wetlands, Corn, 14, 3.1
Woody Wetlands, Rice, 94, 20.9
Woody Wetlands, Sorghum, 8, 1.8
Woody Wetlands, Winter Wheat, 7, 1.6
Woody Wetlands, Rye, 2, 0.4
Woody Wetlands, Oats, 3, 0.7
Woody Wetlands, Safflower, 2, 0.4
Woody Wetlands, Alfalfa, 38, 8.5
Woody Wetlands, Other Hay/Non Alfalfa, 10, 2.2
Woody Wetlands, Dry Beans, 1, 0.2
Woody Wetlands, Hemp, 3, 0.7
Woody Wetlands, Tomatoes, 3, 0.7
Woody Wetlands, Clover/Wildflowers, 8, 1.8
Woody Wetlands, Fallow/Idle Cropland, 13, 2.9
Woody Wetlands, Cherries, 27, 6.0
Woody Wetlands, Peaches, 6, 1.3
Woody Wetlands, Grapes, 14, 3.1
Woody Wetlands, Pecans, 8, 1.8
Woody Wetlands, Almonds, 15, 3.3
Woody Wetlands, Walnuts, 61, 13.6
Woody Wetlands, Pears, 151, 33.6
Woody Wetlands, Open Water, 216, 48.0
Woody Wetlands, Developed/Open Space, 143, 31.8
Woody Wetlands, Developed/Low Intensity, 102, 22.7
Woody Wetlands, Developed/Medium Intensity, 12, 2.7
Woody Wetlands, Developed/High Intensity, 1, 0.2
Woody Wetlands, Barren, 50, 11.1
Woody Wetlands, Evergreen Forest, 9, 2.0
Woody Wetlands, Mixed Forest, 15, 3.3
Woody Wetlands, Shrubland, 51, 11.3
Woody Wetlands, Grass/Pasture, 45, 10.0
Woody Wetlands, Woody Wetlands, 7386, 1642.6
Woody Wetlands, Herbaceous Wetlands, 2764, 614.7
Woody Wetlands, Triticale, 10, 2.2
Woody Wetlands, Prunes, 37, 8.2
Woody Wetlands, Olives, 3, 0.7
Woody Wetlands, Plums, 2, 0.4
Woody Wetlands, Dbl Crop Oats/Corn, 3, 0.7
Woody Wetlands, Dbl Crop Triticale/Corn, 1, 0.2
Herbaceous Wetlands, Corn, 116, 25.8
Herbaceous Wetlands, Rice, 446, 99.2
Herbaceous Wetlands, Sorghum, 12, 2.7
Herbaceous Wetlands, Sunflowers, 24, 5.3
Herbaceous Wetlands, Sweet Corn, 2, 0.4
Herbaceous Wetlands, Pop or Orn Corn, 6, 1.3
Herbaceous Wetlands, Barley, 11, 2.4
Herbaceous Wetlands, Winter Wheat, 109, 24.2
Herbaceous Wetlands, Rye, 37, 8.2
Herbaceous Wetlands, Oats, 59, 13.1
Herbaceous Wetlands, Safflower, 100, 22.2
Herbaceous Wetlands, Alfalfa, 480, 106.7
Herbaceous Wetlands, Other Hay/Non Alfalfa, 1120, 249.1
Herbaceous Wetlands, Dry Beans, 1, 0.2
Herbaceous Wetlands, Hemp, 24, 5.3
Herbaceous Wetlands, Watermelons, 2, 0.4
Herbaceous Wetlands, Cucumbers, 1, 0.2
Herbaceous Wetlands, Tomatoes, 160, 35.6
Herbaceous Wetlands, Herbs, 1, 0.2
Herbaceous Wetlands, Clover/Wildflowers, 768, 170.8
Herbaceous Wetlands, Sod/Grass Seed, 5, 1.1
Herbaceous Wetlands, Fallow/Idle Cropland, 366, 81.4
Herbaceous Wetlands, Cherries, 47, 10.5
Herbaceous Wetlands, Peaches, 6, 1.3
Herbaceous Wetlands, Apples, 4, 0.9
Herbaceous Wetlands, Grapes, 86, 19.1
Herbaceous Wetlands, Other Tree Crops, 8, 1.8
Herbaceous Wetlands, Pecans, 1, 0.2
Herbaceous Wetlands, Almonds, 143, 31.8
Herbaceous Wetlands, Walnuts, 55, 12.2
Herbaceous Wetlands, Pears, 25, 5.6
Herbaceous Wetlands, Open Water, 9449, 2101.4
Herbaceous Wetlands, Developed/Open Space, 1034, 230.0
Herbaceous Wetlands, Developed/Low Intensity, 1544, 343.4
Herbaceous Wetlands, Developed/Medium Intensity, 748, 166.4
Herbaceous Wetlands, Developed/High Intensity, 70, 15.6
Herbaceous Wetlands, Barren, 289, 64.3
Herbaceous Wetlands, Evergreen Forest, 25, 5.6
Herbaceous Wetlands, Mixed Forest, 21, 4.7
Herbaceous Wetlands, Shrubland, 314, 69.8
Herbaceous Wetlands, Grass/Pasture, 1246, 277.1
Herbaceous Wetlands, Woody Wetlands, 3699, 822.6
Herbaceous Wetlands, Herbaceous Wetlands, 56015, 12457.4
Herbaceous Wetlands, Pistachios, 7, 1.6
Herbaceous Wetlands, Triticale, 33, 7.3
Herbaceous Wetlands, Garlic, 4, 0.9
Herbaceous Wetlands, Prunes, 99, 22.0
Herbaceous Wetlands, Olives, 6, 1.3
Herbaceous Wetlands, Plums, 21, 4.7
Herbaceous Wetlands, Strawberries, 2, 0.4
Herbaceous Wetlands, Dbl Crop WinWht/Corn, 9, 2.0
Herbaceous Wetlands, Dbl Crop Oats/Corn, 6, 1.3
Pistachios, Corn, 1, 0.2
Pistachios, Rice, 28, 6.2
Pistachios, Winter Wheat, 16, 3.6
Pistachios, Safflower, 1, 0.2
Pistachios, Alfalfa, 3, 0.7
Pistachios, Other Hay/Non Alfalfa, 4, 0.9
Pistachios, Fallow/Idle Cropland, 14, 3.1
Pistachios, Other Tree Crops, 1, 0.2
Pistachios, Almonds, 7, 1.6
Pistachios, Walnuts, 13, 2.9
Pistachios, Open Water, 1, 0.2
Pistachios, Developed/Open Space, 2, 0.4
Pistachios, Developed/Low Intensity, 1, 0.2
Pistachios, Developed/Medium Intensity, 1, 0.2
Pistachios, Developed/High Intensity, 1, 0.2
Pistachios, Grass/Pasture, 29, 6.4
Pistachios, Woody Wetlands, 1, 0.2
Pistachios, Herbaceous Wetlands, 1, 0.2
Pistachios, Pistachios, 37, 8.2
Triticale, Corn, 2544, 565.8
Triticale, Rice, 142, 31.6
Triticale, Sorghum, 25, 5.6
Triticale, Sunflowers, 224, 49.8
Triticale, Sweet Corn, 12, 2.7
Triticale, Barley, 237, 52.7
Triticale, Winter Wheat, 1598, 355.4
Triticale, Rye, 741, 164.8
Triticale, Oats, 280, 62.3
Triticale, Safflower, 962, 213.9
Triticale, Alfalfa, 4589, 1020.6
Triticale, Other Hay/Non Alfalfa, 353, 78.5
Triticale, Dry Beans, 2, 0.4
Triticale, Hemp, 17, 3.8
Triticale, Watermelons, 24, 5.3
Triticale, Cucumbers, 52, 11.6
Triticale, Tomatoes, 1273, 283.1
Triticale, Clover/Wildflowers, 75, 16.7
Triticale, Sod/Grass Seed, 5, 1.1
Triticale, Fallow/Idle Cropland, 621, 138.1
Triticale, Cherries, 65, 14.5
Triticale, Apples, 1, 0.2
Triticale, Grapes, 348, 77.4
Triticale, Other Tree Crops, 7, 1.6
Triticale, Almonds, 779, 173.2
Triticale, Walnuts, 46, 10.2
Triticale, Pears, 4, 0.9
Triticale, Open Water, 1, 0.2
Triticale, Developed/Open Space, 103, 22.9
Triticale, Developed/Low Intensity, 98, 21.8
Triticale, Developed/Medium Intensity, 17, 3.8
Triticale, Developed/High Intensity, 6, 1.3
Triticale, Barren, 4, 0.9
Triticale, Shrubland, 19, 4.2
Triticale, Grass/Pasture, 85, 18.9
Triticale, Herbaceous Wetlands, 238, 52.9
Triticale, Pistachios, 108, 24.0
Triticale, Triticale, 774, 172.1
Triticale, Garlic, 59, 13.1
Triticale, Olives, 219, 48.7
Triticale, Plums, 4, 0.9
Triticale, Strawberries, 1, 0.2
Triticale, Squash, 1, 0.2
Triticale, Dbl Crop WinWht/Corn, 14, 3.1
Triticale, Dbl Crop Oats/Corn, 12, 2.7
Triticale, Lettuce, 1, 0.2
Triticale, Dbl Crop Triticale/Corn, 20, 4.4
Triticale, Pumpkins, 2, 0.4
Triticale, Dbl Crop WinWht/Sorghum, 1, 0.2
Carrots, Winter Wheat, 2, 0.4
Carrots, Safflower, 1, 0.2
Carrots, Alfalfa, 5, 1.1
Carrots, Watermelons, 1, 0.2
Carrots, Tomatoes, 11, 2.4
Carrots, Clover/Wildflowers, 100, 22.2
Carrots, Fallow/Idle Cropland, 25, 5.6
Carrots, Almonds, 4, 0.9
Carrots, Developed/Low Intensity, 1, 0.2
Carrots, Herbaceous Wetlands, 1, 0.2
Garlic, Corn, 4, 0.9
Garlic, Barley, 1, 0.2
Garlic, Winter Wheat, 161, 35.8
Garlic, Safflower, 4, 0.9
Garlic, Alfalfa, 14, 3.1
Garlic, Other Hay/Non Alfalfa, 2, 0.4
Garlic, Hemp, 1, 0.2
Garlic, Cucumbers, 1, 0.2
Garlic, Tomatoes, 19, 4.2
Garlic, Fallow/Idle Cropland, 6, 1.3
Garlic, Almonds, 16, 3.6
Garlic, Walnuts, 1, 0.2
Garlic, Triticale, 6, 1.3
Cantaloupes, Corn, 560, 124.5
Cantaloupes, Rice, 82, 18.2
Cantaloupes, Sorghum, 1, 0.2
Cantaloupes, Sunflowers, 17, 3.8
Cantaloupes, Sweet Corn, 7, 1.6
Cantaloupes, Pop or Orn Corn, 1, 0.2
Cantaloupes, Barley, 1, 0.2
Cantaloupes, Winter Wheat, 208, 46.3
Cantaloupes, Oats, 54, 12.0
Cantaloupes, Safflower, 77, 17.1
Cantaloupes, Alfalfa, 360, 80.1
Cantaloupes, Other Hay/Non Alfalfa, 21, 4.7
Cantaloupes, Dry Beans, 34, 7.6
Cantaloupes, Hemp, 8, 1.8
Cantaloupes, Watermelons, 894, 198.8
Cantaloupes, Cucumbers, 23, 5.1
Cantaloupes, Peas, 2, 0.4
Cantaloupes, Tomatoes, 911, 202.6
Cantaloupes, Clover/Wildflowers, 3, 0.7
Cantaloupes, Fallow/Idle Cropland, 198, 44.0
Cantaloupes, Cherries, 8, 1.8
Cantaloupes, Grapes, 7, 1.6
Cantaloupes, Other Tree Crops, 5, 1.1
Cantaloupes, Almonds, 397, 88.3
Cantaloupes, Walnuts, 11, 2.4
Cantaloupes, Developed/Low Intensity, 8, 1.8
Cantaloupes, Developed/Medium Intensity, 4, 0.9
Cantaloupes, Grass/Pasture, 1, 0.2
Cantaloupes, Pistachios, 4, 0.9
Cantaloupes, Triticale, 24, 5.3
Cantaloupes, Garlic, 66, 14.7
Cantaloupes, Olives, 6, 1.3
Cantaloupes, Squash, 2, 0.4
Cantaloupes, Dbl Crop WinWht/Corn, 4, 0.9
Cantaloupes, Dbl Crop Oats/Corn, 8, 1.8
Cantaloupes, Pumpkins, 1, 0.2
Olives, Corn, 278, 61.8
Olives, Rice, 141, 31.4
Olives, Sorghum, 1, 0.2
Olives, Sunflowers, 3, 0.7
